contact_operateur,nom_enseigne,id_station_itinerance,nom_station,implantation_station,adresse_station,coordonneesXY,nbre_pdc,id_pdc_itinerance,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,paiement_acte,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,date_maj,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified
support@driveco.com,DRIVECO,FRDRVPCRFMKT651001,Carrefour Market - Lourdes,Parking public,"4 Rue Lucien Pourxet, 65100 Lourdes","[-0.044930, 43.087816]",4,FRDRVE22011A00016001P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-0.04493,43.087816,65100,Lourdes,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT592391,Carrefour Market - Thumeries,Parking public,"4 Rue Pasteur, 59239 Thumeries","[3.051233, 50.474660]",4,FRDRVE22011A00016401P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.051233,50.47466,59239,Thumeries,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT597501,Carrefour Market - Feignies,Parking public,"28 Rue Jean Jaurès, 59750 Feignies","[3.917090, 50.296635]",4,FRDRVE22011A00016701P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.91709,50.296635,59750,Feignies,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT596301,Carrefour Market - Bourbourg,Parking public,"Chem. de la Vieille Colme, 59630 Bourbourg","[2.199418, 50.939830]",4,FRDRVE22011A00017601P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.199418,50.93983,59630,Bourbourg,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT183001,Carrefour Market - Sancerre,Parking public,"Rue Creuse, 18300 Sancerre","[2.837070, 47.338225]",4,FRDRVE22011A00017701P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.83707,47.338225,18300,Sancerre,FALSE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT337801,Carrefour Market - Soulac-Sur-Mer Godineau,Parking public,"3 Rue Jean Goudineau, 33780 Soulac-sur-Mer","[-1.113563, 45.513427]",4,FRDRVE22011A00017901P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-1.113563,45.513427,33780,Soulac-sur-Mer,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT318201,Carrefour Market - Pibrac,Parking public,"65 Av. de Toulouse, 31820 Pibrac","[1.285467, 43.608425]",4,FRDRVE22011A00018101P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.285467,43.608425,31820,Pibrac,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT774801,Carrefour Market - Bray-sur-Seine,Parking public,"257 Av. de la Libération, 77480 Bray-sur-Seine","[3.244688, 48.413095]",4,FRDRVE22011A00018901P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.244688,48.413095,77480,Bray-sur-Seine,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT463001,Carrefour Market - Gourdon,Parking public,"route De Fumel Bouriat Lieu Dit, 46300 Gourdon","[1.369221, 44.720864]",4,FRDRVE22011A00019501P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.369221,44.720864,46300,Gourdon,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT405001,Carrefour Market - Saint-Sever,Parking public,"Rte de Pau, 40500 Saint-Sever","[-0.564313, 43.748415]",4,FRDRVE22011A00019601P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-0.564313,43.748415,40500,Saint-Sever,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT358501,Carrefour Market - Geveze,Parking public,"31 Rue de Rennes, 35850 Gévezé","[-1.785455, 48.220322]",4,FRDRVE22011A00024001P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-1.785455,48.220322,35850,Gévezé,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT093001,Carrefour Market - Lavelanet,Parking public,"7 Rue du 8 Mai 1945, 09300 Lavelanet","[1.857966, 42.927675]",4,FRDRVE22011A00024701P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.857966,42.927675,09300,Lavelanet,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT610001,Carrefour Market - Alencon Papin,Parking public,"1 Rue Denis Papin, 61000 Alençon","[0.097429, 48.435031]",4,FRDRVE22011A00025401P1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,0.097429,48.435031,61000,Alençon,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT765501,Carrefour Market - Offranville,Parking public,"Av. de la Hêtraie, 76550 Offranville","[1.049239, 49.872304]",4,FRDRVE8WGEJHPP1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.049239,49.872304,76550,Offranville,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT01600150089364894204,Carrefour Market - Trevoux,Parking public,"324 Rte de Lyon, 01600 Trévoux","[4.790040, 45.934811]",8,FRDRVEABCK1,150,false,false,true,false,false,true,Consommation : 0.54 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2026-01-08,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,4.79004,45.934811,01600,Trévoux,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT595701,Carrefour Market - Bavay,Parking public,"4 Rue Eugène Mascart, 59570 Bavay","[3.799054, 50.297696]",4,FRDRVEABDM1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.799054,50.297696,59570,Bavay,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT31190150003402347695,Carrefour Market - Auterive Midi,Parking public,"89 Rte de Toulouse, 31190 Auterive","[1.458904, 43.362699]",8,FRDRVEABEL1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.458904,43.362699,31190,Auterive,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT387801,Carrefour Market - Pont-eveque,Parking public,"Rue Joseph Grenouillet, 38780 Pont-Évêque","[4.916337, 45.527014]",4,FRDRVEABEQ1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,4.916337,45.527014,38780,Pont-Évêque,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT326001,Carrefour Market - L'Isle-Jourdain,Parking public,"zone d'activité commerciale Pont Peyrin 2, 32600 L'Isle-Jourdain","[1.069380, 43.601234]",4,FRDRVEABKY1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.06938,43.601234,32600,L'Isle-Jourdain,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT181601,Carrefour Market - Lignieres,Parking public,"Av. de Verdun, 18160 Lignières","[2.170213, 46.752665]",4,FRDRVEABQT1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.170213,46.752665,18160,Lignières,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT275002,Carrefour Market - Pont Audemer Europe,Parking public,"Av. de l'Europe, 27500 Pont-Audemer","[0.532412, 49.349666]",8,FRDRVEABTY1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,0.532412,49.349666,27500,Pont-Audemer,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPBCSU,Carrefour Market - Chateau-Renault,Parking public,"53 RUE GAMBETTA, 37110 CHATEAU RENAULT","[0.913947, 47.597415]",4,FRDRVEABTZ1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,0.913947,47.597415,37110,Château-Renault,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT154001,Carrefour Market - Riom Es Montagnes,Parking public,"rue De Condat Zi Du Sedour, 15400 Riom-ès-Montagnes","[2.668462, 45.287259]",4,FRDRVEABWZ1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.668462,45.287259,15400,Riom-ès-Montagnes,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT500001,Carrefour Market - Saint-Lo,Parking public,"Rte Val de Vire, 50000 Saint-Lô","[-1.072076, 49.109006]",8,FRDRVEACEK1,22.08,true,true,false,false,false,true,Consommation : 0.46 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-1.072076,49.109006,50000,Saint-Lô,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT618001,Carrefour Market - Tinchebray,Parking public,"Rue de Paris, 61800 Tinchebray-Bocage","[-0.723684, 48.767523]",4,FRDRVEACEW1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-0.723684,48.767523,61800,Tinchebray-Bocage,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT784701,Carrefour Market - Saint-Remy-Les-Chevreuse,Parking public,"ZAC De Beauplan Av. des Buissons, 78470 Saint-Rémy-lès-Chevreuse","[2.085226, 48.716670]",4,FRDRVEACFY1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.085226,48.71667,78470,Saint-Rémy-lès-Chevreuse,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT770001,Carrefour Market - Vaux Le Penil,Parking public,"Le Clos Saint-Martin, 77000 Vaux-le-Pénil","[2.691880, 48.521892]",4,FRDRVEACGS1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.69188,48.521892,77000,Vaux-le-Pénil,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT293401,Carrefour Market - Riec-Sur-Belon,Parking public,"Rue de Quimperlé, 29340 Riec-sur-Bélon","[-3.687908, 47.846202]",4,FRDRVEACJM1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-3.687908,47.846202,29340,Riec-sur-Bélon,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT632001,Carrefour Market - Riom,Parking public,"Rue du Creux, 63200 Riom","[3.122369, 45.888212]",4,FRDRVEACJT1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.122369,45.888212,63200,Riom,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPFNTW,Carrefour Market - Loctudy,Parking public,"45 RUE DU GENERAL DE GAULLE, 29750 Loctudy","[-4.186278, 47.833750]",4,FRDRVEACMX1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-4.186278,47.83375,29750,Loctudy,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPBJQY,Carrefour Market - Luzarches,Parking public,"Le Clos Pontcel, Route Nationale 16, 95270 Luzarches","[2.426960, 49.118380]",4,FRDRVEACVX1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.42696,49.11838,95270,Chaumontel,FALSE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT452501,Carrefour Market - Briare,Parking public,"Rte d'Ousson, 45250 Briare","[2.750106, 47.624415]",4,FRDRVEACWZ1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.750106,47.624415,45250,Briare,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT443501,Carrefour Market - Guerande,Parking public,"centre commercial Des Salines, 44350 Guérande","[-2.397442, 47.292074]",8,FRDRVEADEL1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2026-01-08,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,-2.397442,47.292074,44350,Guérande,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPHLUW50074599111499,Carrefour Market - Tournefeuille,Parking public,"Rte de Tarbes,  Tournefeuille","[1.319768, 43.575067]",8,FRDRVEADEQ1,22.08,true,true,false,false,false,true,Consommation : 0.46 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.319768,43.575067,31170,Tournefeuille,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT591111,Carrefour Market - Bouchain,Parking public,"259 Av. John Fitzgerald Kennedy, 59111 Bouchain","[3.311359, 50.287157]",4,FRDRVEADEX1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.311359,50.287157,59111,Bouchain,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPDLNV,Carrefour Market - Connerre,Parking public,"Rue de Paris, 72160 Connerre","[0.507620, 48.063370]",4,FRDRVEADEY1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,0.50762,48.06337,72160,Connerré,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT272101,Carrefour Market - Beuzeville,Parking public,"273 rue Albert Sorel, 27210 Beuzeville","[0.336697, 49.346487]",4,FRDRVEADFW1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,0.336697,49.346487,27210,Beuzeville,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCHVW50036545230740,Carrefour Market - Nanteuil Meaux,Parking public,"Zac De La, Av. de la Foulée, 77100 Nanteuil-lès-Meaux","[2.883393, 48.935213]",8,FRDRVEADGN1,22.08,true,true,false,false,false,true,Consommation : 0.46 € / kWh,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,2026-01-08,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.883393,48.935213,77100,Nanteuil-lès-Meaux,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT774301,Carrefour Market - Champagne-Sur-Seine,Parking public,"2 Rue Jean Cocteau, 77430 Champagne-sur-Seine","[2.800300, 48.395370]",4,FRDRVEADHV1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.8003,48.39537,77430,Champagne-sur-Seine,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT272301,Carrefour Market - Thiberville,Parking public,"13 Rue de la Cité Lécuyer, 27230 Thiberville","[0.458006, 49.140890]",4,FRDRVEADKP1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,0.458006,49.14089,27230,Thiberville,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT579701,Carrefour Market - Yutz,Parking public,"173 Av. des Nations, 57970 Yutz","[6.209604, 49.366741]",4,FRDRVEADLT1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,6.209604,49.366741,57970,Yutz,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPJKQR,Carrefour Market - Guesnain,Parking public,"408 Bd Ambroise Croizat, 59287 Guesnain","[3.148997, 50.346651]",4,FRDRVEADNR1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.148997,50.346651,59287,Guesnain,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT411001,Carrefour Market - Vendome Saint-Ouen,Parking public,"N10, 41100 Vendôme","[1.072497, 47.805293]",4,FRDRVEAEFR1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,1.072497,47.805293,41100,Saint-Ouen,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPAMTV,Carrefour Market - Bort Les Orgues,Parking public,"Av. Victor Hugo, 19110 Bort-les-Orgues","[2.499118, 45.402911]",4,FRDRVEAEFZ1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.499118,45.402911,19110,Bort-les-Orgues,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPJKQR,Carrefour Market - Guesnain,Parking public,"408 Bd Ambroise Croizat, 59287 Guesnain","[3.148997, 50.346651]",4,FRDRVEAEGM1,22.08,true,true,false,false,false,true,Consommation : 0.46 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,3.148997,50.346651,59287,Guesnain,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPCRFMKT180001,Carrefour Market - Bourges,Parking public,"110 Av. Marcel Haegelen, 18000 Bourges","[2.376986, 47.071530]",4,FRDRVEAEHJ1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,true,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,2.376986,47.07153,18000,Bourges,TRUE,TRUE,FALSE
support@driveco.com,DRIVECO,FRDRVPAJKN50036255377957,Carrefour Market - Les Abrets,Parking public,"RUE DE LA REPUBLIQUE, 38490 LES ABRETS","[5.579423, 45.536785]",8,FRDRVEAEHY1,50,false,false,true,true,false,true,Consommation : 0.49 € / kWh,Accès libre,false,24/7,Accessible mais non réservé PMR,inconnu,false,2025-12-16,2026-01-09T09:32:25Z,5fd093b73438a6a99bdf3606,27a42ffe-c629-472c-a45f-a57fbc470710,driveco,2026-01-09T09:32:25Z,5.579423,45.536785,38490,Les Abrets en Dauphiné,TRUE,TRUE,FALSE
